10,9,2,3,6,7,8,12,4,11,15,0,13,14,16,0,148
1,0,3,5,6,7,4,9,10,15,0,13,14,8,11,12,92
4,6,8,3,2,7,9,12,10,13,15,11,0,14,0,16,180
2,8,0,9,1,12,4,3,11,6,0,10,15,16,13,14,138
3,5,4,2,8,1,10,7,0,9,14,11,12,13,16,0,71
0,2,3,5,1,8,9,0,7,6,13,12,15,11,16,14,146
6,0,3,1,7,0,4,5,2,14,9,11,13,0,15,16,52
2,0,3,4,6,9,0,5,11,0,10,14,16,7,13,15,110
0,2,0,5,7,4,8,9,14,13,6,1,0,15,16,11,173
1,2,4,5,0,7,0,9,6,14,8,0,11,10,15,16,148
1,0,0,3,4,5,6,7,8,9,10,11,13,14,15,16,2
2,3,4,5,6,7,9,0,10,11,8,0,14,16,12,13,42
1,3,0,4,0,9,0,5,6,10,0,11,12,14,15,16,31
2,3,4,6,7,0,9,0,0,8,13,10,12,14,16,0,103
0,3,1,2,8,4,5,7,9,13,10,11,12,0,14,16,36
1,8,2,4,5,0,3,10,11,7,12,14,15,0,13,16,85
0,8,4,2,3,7,1,6,13,9,0,10,11,12,5,14,137
8,7,4,6,0,1,0,9,15,5,12,14,16,11,10,13,209
0,1,0,4,2,7,5,0,12,3,9,10,13,8,14,15,69
5,3,7,4,9,1,0,8,2,0,12,11,14,0,6,13,109
5,0,6,1,3,9,7,12,8,0,10,16,13,14,15,0,60
1,2,5,6,0,8,9,10,7,11,15,0,14,0,12,16,147
0,2,0,0,1,6,3,4,11,5,8,9,0,12,14,15,24
1,2,3,4,5,0,10,0,0,6,9,16,13,12,14,0,89
5,4,1,2,8,9,6,7,0,0,10,11,12,13,14,15,35
1,2,4,5,0,11,9,12,0,6,8,13,7,10,14,15,189
0,1,10,3,4,5,9,7,8,6,15,11,13,14,0,16,76
1,2,3,4,5,8,14,9,7,12,0,13,10,11,0,15,141
9,4,5,1,13,10,8,3,0,0,7,12,15,14,11,16,160
2,5,4,9,1,6,3,0,10,0,8,11,14,15,12,13,96
0,4,0,1,2,0,3,5,6,7,8,9,10,12,14,15,11
1,2,3,4,5,6,7,8,9,0,10,13,0,16,11,0,37
0,2,6,0,4,5,7,3,8,9,11,12,13,14,15,16,18
1,2,3,4,6,13,8,9,11,12,16,10,15,14,0,0,151
0,2,5,1,8,4,14,6,7,0,10,0,11,9,12,16,101
0,10,4,5,3,2,11,14,12,7,0,15,16,13,8,0,150
8,3,0,2,9,6,1,7,5,10,15,12,13,14,0,16,82
5,1,12,7,10,4,3,9,15,14,0,0,11,2,8,16,225
2,0,1,5,7,4,3,10,11,8,9,0,13,0,15,16,62
2,5,3,0,1,0,0,4,12,7,9,10,11,14,15,13,164
1,5,0,8,0,7,3,4,6,0,13,9,10,0,11,16,78
2,6,3,4,1,11,7,9,5,0,0,12,0,0,13,16,89
3,4,8,0,1,6,0,10,7,2,14,15,11,13,0,0,71
3,4,10,5,2,7,0,11,0,0,9,15,0,12,13,14,122
9,4,0,7,2,5,15,8,10,11,0,3,13,14,16,12,157
1,2,3,5,6,0,8,9,0,7,16,13,10,15,11,12,110
2,1,4,15,5,0,8,0,7,0,3,9,13,14,0,16,119
0,2,3,0,1,7,9,4,0,13,14,10,5,11,0,16,63
3,0,5,4,1,7,0,8,6,0,0,9,11,12,14,15,47
3,4,5,7,8,0,9,12,13,14,10,0,0,15,0,16,65
2,4,0,0,0,3,9,5,6,7,0,10,11,12,13,14,19
1,2,3,4,0,5,9,10,12,0,16,0,0,8,13,14,91
4,0,7,0,6,5,10,11,8,9,0,16,12,13,14,0,77
1,2,3,0,6,7,10,5,12,0,8,14,11,0,16,0,92
7,1,4,10,8,0,3,16,12,2,9,0,0,13,15,0,104
2,0,0,5,6,9,4,10,11,3,0,16,13,8,0,12,110
2,3,4,1,8,6,9,5,0,12,10,0,13,0,14,15,93
0,6,4,8,2,1,0,0,11,7,3,13,15,12,14,10,124
3,1,0,2,0,4,5,6,7,8,9,10,11,12,14,16,4
1,2,7,3,5,6,0,4,10,11,9,12,15,16,14,0,96
0,5,1,10,8,11,0,3,2,7,0,6,12,13,14,16,111
1,0,4,3,0,2,5,7,9,0,15,8,16,6,14,13,132
4,2,6,3,9,5,7,12,0,10,11,0,13,14,15,16,40
1,0,3,4,5,2,8,0,10,7,12,9,15,16,13,14,57
3,2,1,6,7,8,0,10,11,12,4,9,15,0,0,16,108
1,4,0,6,0,2,8,10,7,14,11,0,12,16,13,15,136
4,6,7,5,1,0,3,11,8,9,10,15,12,13,14,0,80
1,2,3,5,6,7,8,9,10,11,12,14,0,15,0,16,47
8,2,1,0,0,12,6,7,9,4,10,11,0,13,14,16,70
0,2,6,7,1,9,10,11,13,0,12,15,8,0,14,16,140
6,3,4,2,8,0,1,7,12,9,10,11,0,14,15,16,53
1,2,0,4,5,7,3,9,11,12,8,13,0,15,14,16,125
1,9,2,7,4,8,3,5,0,12,11,0,14,15,10,16,140
1,2,3,4,9,5,6,8,0,13,12,7,14,10,0,16,126
1,10,2,4,8,7,14,5,13,0,0,16,0,0,11,15,177
1,0,8,0,6,3,5,4,7,0,11,9,0,10,14,12,135
0,1,5,2,7,3,11,6,8,4,15,16,12,9,13,0,128
1,2,3,4,5,0,7,0,10,6,13,14,15,12,8,16,128
1,2,0,4,9,7,0,5,6,13,11,16,0,12,14,0,97
0,1,3,4,2,5,7,8,0,0,14,9,0,11,12,15,88
1,4,0,3,7,12,6,9,13,0,14,11,0,0,8,15,150
0,2,8,0,1,13,7,3,14,0,11,5,15,0,16,12,180
9,0,3,4,1,14,6,2,7,15,0,11,13,16,5,12,182
7,0,3,4,2,6,12,5,11,8,0,10,15,16,13,14,111
3,0,4,2,1,5,0,0,6,11,8,10,13,14,15,0,117
2,3,0,0,9,0,0,5,8,4,11,14,13,7,12,15,185
1,2,0,5,3,4,7,12,9,10,11,0,13,14,15,16,35
1,2,3,0,5,6,8,0,10,11,12,4,14,15,13,9,52
3,4,1,0,0,5,6,2,8,9,10,11,12,13,14,15,20
1,2,8,3,5,7,0,4,10,0,6,11,14,15,12,13,89
4,0,0,3,2,0,16,0,9,7,10,11,13,14,6,15,178
0,3,0,0,1,6,4,5,12,13,0,10,15,11,9,14,195
9,0,5,0,4,3,13,0,8,0,11,6,7,12,14,16,153
1,2,0,0,8,4,5,9,11,15,10,16,7,0,14,0,152
0,4,0,0,2,3,5,0,6,7,9,10,12,13,14,15,13
2,3,4,6,7,8,10,11,12,0,0,0,0,13,15,16,44
2,7,3,1,13,8,4,5,0,9,15,11,0,0,14,16,101
1,2,3,4,5,6,7,9,16,12,14,15,13,0,0,0,54
0,5,4,1,3,8,0,6,7,14,11,12,13,0,15,16,40
2,0,4,5,1,7,9,10,6,16,12,0,11,13,0,14,104
0,3,1,8,2,6,4,5,7,12,0,14,0,11,10,13,137
0,7,2,5,1,6,0,13,10,11,4,8,16,0,15,9,114
0,5,0,7,1,4,2,12,8,14,6,16,13,15,10,9,143
1,2,9,3,11,6,14,0,15,7,5,10,16,13,12,0,190
3,0,4,2,0,6,0,8,9,10,11,12,13,14,15,16,17
1,2,4,5,0,8,9,10,7,12,0,14,11,16,13,0,47
0,7,0,3,8,1,2,11,9,0,10,16,12,13,14,0,74
5,0,2,0,11,1,3,4,0,0,10,6,13,7,15,16,112
0,4,1,2,3,7,11,8,9,10,12,0,13,14,15,16,34
1,2,3,4,5,6,7,8,9,11,0,12,13,10,0,16,53
8,2,5,0,0,0,11,1,10,3,15,7,12,9,13,16,139
7,11,2,4,1,0,9,3,6,12,0,10,15,0,13,14,141
9,4,3,0,0,6,2,8,13,10,7,12,14,15,11,16,91
2,3,4,5,6,0,8,9,10,11,7,13,14,0,12,16,80
7,0,1,0,2,4,5,6,9,10,0,15,13,14,16,12,104
1,2,4,5,6,0,14,0,11,7,9,8,10,16,12,0,118
3,2,0,11,7,8,6,9,0,12,4,16,14,0,5,15,167
0,3,4,5,0,1,9,11,8,0,10,13,12,16,14,15,112
0,4,0,1,11,6,0,7,3,10,14,12,9,13,15,16,128
1,2,0,4,5,0,10,8,12,3,6,0,11,16,7,14,181
2,6,3,0,1,0,0,4,0,5,7,8,10,11,12,13,24
1,2,3,5,0,0,7,12,0,15,10,14,0,13,8,16,161
6,10,2,3,4,0,7,8,9,0,11,12,13,14,15,16,32
1,2,3,4,5,6,7,0,9,10,13,8,14,12,0,15,75
4,9,2,5,7,8,0,6,0,14,15,11,13,0,16,0,111
2,6,0,0,0,1,4,3,13,5,8,11,0,14,15,16,48
0,4,0,1,8,2,5,6,11,7,9,10,0,14,15,16,52
1,2,0,3,6,9,11,4,5,13,0,15,0,12,16,14,122
5,4,2,3,8,6,10,7,9,13,0,0,12,15,16,11,106
1,0,9,3,6,2,11,4,10,7,0,12,14,8,15,13,134
9,3,2,8,1,0,4,6,10,14,11,12,13,15,16,0,102
0,5,3,4,2,0,1,7,9,12,6,13,15,16,14,8,93
6,11,2,5,0,0,3,8,1,0,0,9,10,13,7,14,106
0,1,6,10,9,0,5,0,13,2,15,11,7,12,14,0,136
1,2,4,5,0,8,10,0,7,0,0,11,12,14,15,16,30
0,2,3,4,1,7,0,8,6,12,0,15,10,14,0,9,100
1,0,5,4,8,0,6,10,0,7,9,0,11,12,14,16,57
1,2,0,3,5,6,11,4,0,12,14,0,0,13,16,7,118
0,4,8,5,2,0,7,3,11,6,0,10,0,12,13,14,66
1,3,4,5,0,7,10,11,6,0,12,16,0,14,15,0,59
2,4,1,5,0,3,0,0,7,8,9,12,13,14,15,16,16
1,2,3,4,5,6,7,8,9,10,0,15,16,0,13,0,13
4,8,5,1,2,11,10,6,12,7,0,0,0,13,14,16,91
1,0,2,3,6,7,10,5,11,0,0,14,16,12,15,8,128
3,2,10,8,5,1,0,7,9,11,0,12,13,14,15,16,70
1,8,0,2,11,7,0,3,12,10,6,14,15,16,9,13,140
8,3,1,2,7,5,6,10,4,0,9,0,12,14,15,16,74
2,3,4,5,6,0,7,0,14,8,11,9,13,10,15,12,204
0,3,6,1,2,0,8,7,9,15,10,0,12,14,16,11,123
11,1,6,4,0,2,5,8,0,16,3,7,9,12,14,0,171
2,6,7,0,8,0,0,1,9,5,10,11,12,14,15,16,51
1,2,0,4,6,7,5,9,11,13,8,0,15,12,0,14,79
2,0,5,11,7,3,0,4,0,8,10,0,12,13,14,15,45
2,0,4,5,1,7,8,9,6,0,11,0,10,0,16,12,86
3,5,0,2,7,1,4,6,0,8,9,10,12,13,14,16,26
1,2,3,4,5,0,6,9,10,11,0,7,14,16,13,12,70
0,3,9,4,6,0,5,0,1,11,0,12,13,14,15,16,63
1,2,3,5,6,10,0,11,13,0,15,0,14,8,0,16,70
2,0,4,0,7,3,0,6,0,8,10,12,13,14,15,16,13
1,3,4,6,8,9,10,11,0,13,0,15,12,0,0,16,43
0,4,5,11,3,0,9,10,8,14,6,16,13,15,0,2,148
