0,0,0,3,0,1,2,11,0,5,6,8,10,12,4,13,14,15,16,18,19,21,22,23,24,58
1,2,3,4,6,8,9,10,0,12,0,16,17,11,19,13,23,18,0,25,21,0,0,24,22,216
4,0,0,1,3,0,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,4
1,2,3,4,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,0,25,0,0,25
1,4,0,0,0,8,0,2,6,7,13,9,10,11,12,0,14,15,16,18,19,20,21,22,25,32
1,2,3,5,6,7,8,9,12,0,13,14,15,10,0,18,0,16,17,0,0,19,20,23,25,158
2,3,4,6,0,8,9,0,0,7,0,0,10,12,13,15,16,18,19,20,21,22,23,24,25,32
1,2,3,4,5,7,8,9,13,14,15,16,18,0,19,0,24,22,25,20,21,0,23,0,0,226
0,0,4,5,0,2,3,11,0,7,8,10,12,19,13,16,17,18,0,20,21,22,23,24,25,51
1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,21,0,0,23,0,17,20,0,0,25,104
0,0,0,6,2,3,0,12,7,8,10,4,11,13,14,16,17,18,19,20,21,22,23,24,25,39
1,2,3,4,7,8,9,10,11,12,13,14,15,16,17,0,21,0,22,24,20,25,0,0,23,113
6,0,1,3,4,5,11,7,8,9,0,10,12,13,14,15,16,17,19,20,21,22,23,24,25,33
1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,0,17,19,21,22,23,24,20,25,0,81
6,7,1,2,3,5,0,8,13,9,10,11,12,14,19,15,16,17,18,0,20,22,23,24,25,80
2,3,4,5,6,7,8,9,10,11,12,13,14,15,0,17,19,20,16,0,23,24,25,21,22,75
0,2,3,0,5,8,1,10,7,0,0,9,0,11,13,14,16,17,18,19,20,21,22,23,24,41
1,2,3,4,5,6,7,9,10,11,12,14,18,0,19,20,21,15,0,24,0,22,0,0,25,126
5,1,7,2,4,10,11,6,8,9,0,0,12,14,15,16,17,18,19,20,21,22,23,24,25,40
1,2,3,4,5,6,7,9,10,11,13,0,14,15,17,18,0,19,20,21,23,24,25,16,22,143
0,0,0,5,7,1,4,0,6,0,8,9,10,11,12,15,16,17,18,19,20,21,23,24,25,17
3,4,5,6,7,8,9,10,12,13,0,15,16,18,19,14,21,23,24,0,20,0,0,0,25,59
4,0,0,1,2,3,5,6,0,7,8,9,10,11,12,13,16,17,18,19,21,22,23,24,25,19
1,2,3,4,5,6,7,8,9,10,11,12,14,16,0,17,19,0,21,23,24,25,22,15,0,111
2,0,4,5,0,0,3,0,6,1,8,9,10,11,12,13,14,16,17,18,19,20,22,24,25,18
1,2,3,4,5,8,9,11,12,13,14,15,16,17,18,20,21,23,0,24,25,22,0,0,0,67
5,0,1,3,4,0,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,5
1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20,0,22,23,24,0,21,21
3,0,0,6,7,1,0,5,0,0,8,9,11,12,13,14,15,16,17,18,19,20,21,22,25,19
1,2,4,6,7,8,9,10,11,12,13,15,16,17,18,20,21,24,0,25,22,0,0,0,0,90
0,1,0,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,1
1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,18,0,19,21,22,23,24,20,25,0,64
2,4,0,1,6,7,3,5,12,0,8,10,11,0,0,13,14,16,18,19,20,21,22,23,25,82
1,2,3,4,5,6,7,8,9,10,11,12,13,0,15,0,18,17,14,19,16,25,0,24,0,191
3,4,5,1,2,8,0,6,0,7,0,9,10,11,12,13,14,15,17,18,19,20,22,24,25,26
1,3,4,5,6,7,8,9,10,11,12,13,14,0,16,17,18,19,15,23,24,25,22,0,0,59
0,6,1,2,3,4,0,7,8,9,10,11,12,13,14,15,16,17,18,19,21,22,23,24,25,6
1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,0,23,24,25,0,21,21
2,1,6,0,7,0,3,5,13,14,8,9,12,19,0,15,16,0,17,20,21,22,23,24,25,87
1,2,4,5,6,7,8,9,10,12,15,0,16,17,18,0,0,21,22,0,19,14,20,25,23,214
4,1,2,3,0,5,12,6,7,9,10,0,13,14,15,16,17,18,19,20,21,22,23,24,25,27
1,2,3,4,0,6,7,8,10,5,12,14,15,16,11,18,19,20,17,0,23,24,25,21,22,93
2,5,3,1,7,0,6,0,12,13,8,9,0,11,19,14,16,17,18,25,20,21,22,0,23,141
